Date,Close
2020-01-02,31.718040466308597
2020-01-03,31.48451042175293
2020-01-06,31.29769515991211
2020-01-07,31.525373458862305
2020-01-08,31.531211853027344
2020-01-09,31.1167106628418
2020-01-10,31.15174102783203
2020-01-13,32.284324645996094
2020-01-14,32.48281478881836
2020-01-15,32.37773132324219
2020-01-16,32.20842742919922
2020-01-17,33.27678680419922
2020-01-20,33.48694610595703
2020-01-21,32.71049118041992
2020-01-22,32.86811828613281
2020-01-23,32.40107727050781
2020-01-24,31.408611297607425
2020-01-27,29.487897872924805
2020-01-28,29.89072608947754
2020-01-29,29.628013610839844
2020-01-30,30.065868377685547
2020-01-31,29.347787857055664
2020-02-03,29.72142601013184
2020-02-04,30.5153923034668
2020-02-05,30.935733795166016
2020-02-06,31.10503196716309
2020-02-07,30.416147232055664
2020-02-10,29.301082611083984
2020-02-11,30.386962890625
2020-02-12,30.98243522644043
2020-02-13,30.439496994018555
2020-02-14,29.77396583557129
2020-02-17,31.18092536926269
2020-02-18,30.82481002807617
2020-02-19,30.830646514892575
2020-02-20,30.47453117370605
2020-02-21,29.26605796813965
2020-02-26,26.47547912597656
2020-02-27,25.96173095703125
2020-02-28,25.86832427978516
2020-03-02,27.06511688232422
2020-03-03,27.059276580810547
2020-03-04,28.35532569885254
2020-03-05,27.351179122924805
2020-03-06,26.04346466064453
2020-03-09,22.085281372070312
2020-03-10,26.16022491455078
2020-03-11,23.78414535522461
2020-03-12,20.63744163513184
2020-03-13,25.0451602935791
2020-03-16,22.79168128967285
2020-03-17,24.23367500305176
2020-03-18,22.563995361328125
2020-03-19,21.25044059753418
2020-03-20,20.544034957885746
2020-03-23,19.907690048217773
2020-03-24,21.97435188293457
2020-03-25,23.848363876342773
2020-03-26,24.51973342895508
2020-03-27,23.410505294799805
2020-03-30,24.385461807250977
2020-03-31,25.231979370117188
2020-04-01,25.31954574584961
2020-04-02,24.975101470947266
2020-04-03,23.64403343200684
2020-04-06,25.17943382263184
2020-04-07,25.558910369873047
2020-04-08,25.40127944946289
2020-04-09,25.26700782775879
2020-04-13,26.02011489868164
2020-04-14,25.99675941467285
2020-04-15,25.21445846557617
2020-04-16,24.96343040466309
2020-04-17,25.68734359741211
2020-04-20,24.788286209106445
2020-04-22,25.0451602935791
2020-04-23,25.40127944946289
2020-04-24,25.547229766845703
2020-04-27,26.00843811035156
2020-04-28,26.04346466064453
2020-04-29,27.281129837036133
2020-04-30,26.18941307067871
2020-05-04,25.6464786529541
2020-05-05,25.51220703125
2020-05-06,25.8799991607666
2020-05-07,26.88414192199707
2020-05-08,28.518787384033203
2020-05-11,27.86492919921875
2020-05-12,27.70730209350586
2020-05-13,28.33780860900879
2020-05-14,28.075096130371094
2020-05-15,28.05174446105957
2020-05-18,29.92574882507324
2020-05-19,30.532909393310547
2020-05-20,30.64967155456543
2020-05-21,29.849863052368164
2020-05-22,29.347787857055664
2020-05-25,29.2485466003418
2020-05-26,28.723119735717773
2020-05-27,29.563793182373047
2020-05-28,29.24270439147949
2020-05-29,30.94157218933105
2020-06-01,31.186771392822266
2020-06-02,31.186771392822266
2020-06-03,31.32688331604004
2020-06-04,32.49448776245117
2020-06-05,31.881488800048828
2020-06-08,31.98074150085449
2020-06-09,32.10334777832031
2020-06-10,31.64214324951172
2020-06-12,31.175094604492188
2020-06-15,31.455320358276367
2020-06-16,32.33686065673828
2020-06-17,32.809749603271484
2020-06-18,32.792232513427734
2020-06-19,32.20842742919922
2020-06-22,32.10917663574219
2020-06-23,32.45362091064453
2020-06-24,32.33686065673828
2020-06-25,32.69298553466797
2020-06-26,32.471134185791016
2020-06-29,32.47697448730469
2020-06-30,32.64627456665039
2020-07-01,31.840625762939453
2020-07-02,32.39524459838867
2020-07-03,32.26097106933594
2020-07-06,33.02574920654297
2020-07-07,32.908992767333984
2020-07-08,33.463600158691406
2020-07-09,32.93818283081055
2020-07-10,33.2592658996582
2020-07-13,33.6562614440918
2020-07-14,36.020660400390625
2020-07-15,36.07320022583008
2020-07-16,35.09825134277344
2020-07-17,35.635353088378906
2020-07-20,35.49524688720703
2020-07-21,34.85305404663086
2020-07-22,34.58450698852539
2020-07-23,34.35681915283203
2020-07-24,34.210872650146484
2020-07-27,35.8280029296875
2020-07-28,35.226688385009766
2020-07-29,36.75040817260742
2020-07-30,35.76962661743164
2020-07-31,35.44270324707031
2020-08-03,35.17998504638672
2020-08-04,35.436859130859375
2020-08-05,36.30672454833984
2020-08-06,36.0965576171875
2020-08-07,35.29090881347656
2020-08-10,36.31256484985352
2020-08-11,35.191654205322266
2020-08-12,35.903907775878906
2020-08-13,35.23252487182617
2020-08-14,35.81632995605469
2020-08-17,36.330078125
2020-08-18,36.814640045166016
2020-08-19,36.423484802246094
2020-08-20,36.75040817260742
2020-08-21,36.31256484985352
2020-08-24,36.75624465942383
2020-08-25,35.97395706176758
2020-08-26,36.04985427856445
2020-08-27,35.48938751220703
2020-08-28,35.67037582397461
2020-08-31,34.84138107299805
2020-09-01,36.05569076538086
2020-09-02,35.7988166809082
2020-09-03,34.63120651245117
2020-09-04,35.31426239013672
2020-09-08,34.602012634277344
2020-09-09,35.02819061279297
2020-09-10,34.17000961303711
2020-09-11,36.1666145324707
2020-09-14,36.14326095581055
2020-09-15,36.546085357666016
2020-09-16,35.594486236572266
2020-09-17,36.24250793457031
2020-09-18,35.9973030090332
2020-09-21,35.02819061279297
2020-09-22,35.160491943359375
2020-09-23,35.94507598876953
2020-09-24,35.67746353149414
2020-09-25,36.03630065917969
2020-09-28,35.750450134277344
2020-09-29,35.48891830444336
2020-09-30,35.95115661621094
2020-10-01,35.799102783203125
2020-10-02,35.47067642211914
2020-10-05,36.24309539794922
2020-10-06,35.653133392333984
2020-10-07,36.59585571289063
2020-10-08,37.27704620361328
2020-10-09,37.46559524536133
2020-10-13,37.79402542114258
2020-10-14,38.317081451416016
2020-10-15,37.9947395324707
2020-10-16,37.85485458374024
2020-10-19,37.678466796875
2020-10-20,37.61156845092773
2020-10-21,38.225852966308594
2020-10-22,38.37790298461914
2020-10-23,38.59078598022461
2020-10-26,38.01298522949219
2020-10-27,38.03123092651367
2020-10-28,36.65059661865234
2020-10-29,37.72104644775391
2020-10-30,36.82698059082031
2020-11-03,38.52387619018555
2020-11-04,37.45343399047852
2020-11-05,38.04338836669922
2020-11-06,38.43263626098633
2020-11-09,38.43263626098633
2020-11-10,38.414398193359375
2020-11-11,38.682010650634766
2020-11-12,38.11637878417969
2020-11-13,38.46913909912109
2020-11-16,39.48484420776367
2020-11-17,40.73167419433594
2020-11-18,40.4153938293457
2020-11-19,41.18782806396485
2020-11-23,43.35912322998047
2020-11-24,45.49393844604492
2020-11-25,45.91968536376953
